                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.54276,                 2.0803,                 1.3116,                0.77654,                0.51769,                0.55709,                0.42854,                0.73648,                 2.8588,                 1.4333,             0.00047204,             0.00047204,             0.00047204
